,index,F-score,p-value
445,138throw_199thcolumn,10.778029454145825,0.0010564494902890187
446,133throw_180thcolumn,10.77305537912483,0.0010592669596219614
447,137throw_197thcolumn,10.770709075014954,0.001060598619386126
448,87throw_181thcolumn,10.768155014170757,0.001062050120637943
449,69throw_114thcolumn,10.747151408434693,0.0010740632821561247
450,23throw_34thcolumn,10.71606093296633,0.001092098899221231
451,62throw_91thcolumn,10.712337581744869,0.001094279292198038
452,27throw_101thcolumn,10.704129432888122,0.0010991015716597028
453,51throw_76thcolumn,10.692661653460513,0.0011058749563280495
454,71throw_170thcolumn,10.68797352718328,0.0011086561377824636
455,158throw_172thcolumn,10.676228922810568,0.0011156546547233166
456,108throw_178thcolumn,10.654095470077708,0.0011289657089255118
457,16throw_98thcolumn,10.65388025667525,0.0011290959250799583
458,57throw_158thcolumn,10.635194524850595,0.001140460055127128
459,133throw_168thcolumn,10.629915973441227,0.0011436912639722302
460,68throw_70thcolumn,10.629352958019041,0.0011440364548528964
461,6throw_75thcolumn,10.61847087123943,0.0011507291589905788
462,43throw_75thcolumn,10.613957490061788,0.0011535166064914676
463,116throw_131thcolumn,10.606758168212277,0.00115797704901083
464,131throw_183thcolumn,10.60540500666723,0.0011588173686966996
465,140throw_184thcolumn,10.604949717351817,0.0011591002444087382
466,30throw_85thcolumn,10.600181704181063,0.0011620668643134871
467,38throw_46thcolumn,10.58219343790568,0.001173328458647552
468,51throw_189thcolumn,10.578906460842873,0.0011753981975360169
469,113throw_188thcolumn,10.572358049991163,0.0011795326254229227
470,151throw_184thcolumn,10.568801291704917,0.0011817844057198962
471,63throw_136thcolumn,10.565755905362547,0.001183715898402051
472,43throw_152thcolumn,10.560992081973584,0.001186743703265468
473,62throw_94thcolumn,10.55500491056448,0.0011905601803762263
474,67throw_188thcolumn,10.550215592134562,0.0011936220475881238
475,131throw_178thcolumn,10.540224781351437,0.0012000350012444593
476,74throw_87thcolumn,10.532465674466206,0.0012050395374759498
477,114throw_144thcolumn,10.52819404784875,0.0012078037103038888
478,87throw_184thcolumn,10.515249541803286,0.0012162194137892894
479,47throw_64thcolumn,10.51116553059491,0.001218886894444152
480,75throw_76thcolumn,10.508643363077423,0.0012205372143271986
481,39throw_40thcolumn,10.504763499097798,0.0012230803327234932
482,130throw_164thcolumn,10.50313094824431,0.0012241520186979606
483,67throw_82thcolumn,10.501976807091452,0.0012249102273952511
484,79throw_170thcolumn,10.49632787630152,0.001228628142636285
485,76throw_79thcolumn,10.49100342574233,0.0012321429673775865
486,38throw_131thcolumn,10.476889670414998,0.0012415092591833285
487,79throw_169thcolumn,10.470073351603732,0.0012460585724881213
488,181throw_184thcolumn,10.46504192435789,0.0012494274581236777
489,76throw_170thcolumn,10.421925957353416,0.0012786777521363432
490,125throw_148thcolumn,10.420199040379536,0.0012798636609961016
491,151throw_198thcolumn,10.417901088451313,0.001281443440115602
492,37throw_75thcolumn,10.41250961114486,0.0012851576968327585
493,141throw_142thcolumn,10.398763616436629,0.0012946769436284304
494,131throw_196thcolumn,10.398060163775517,0.001295166010038611
495,131throw_154thcolumn,10.395376911711681,0.0012970332266822302
496,157throw_177thcolumn,10.392590303912376,0.0012989752548869704
497,174throw_184thcolumn,10.39253952048069,0.0012990106739463236
498,49throw_59thcolumn,10.387187881950862,0.0013027486834917812
499,12throw_138thcolumn,10.387176042102547,0.0013027569654594404
500,175throw_183thcolumn,10.372468802284864,0.001313085993991524
501,82throw_192thcolumn,10.37039182007063,0.0013145513525147103
502,170throw_171thcolumn,10.368183722384074,0.0013161110340952902
503,0throw_172thcolumn,10.36578683731241,0.0013178061884251498
504,26throw_133thcolumn,10.358692312356276,0.0013228366477140057
505,172throw_173thcolumn,10.354042300893463,0.0013261443518175796
506,30throw_87thcolumn,10.353892517260968,0.0013262510370567328
507,70throw_79thcolumn,10.3495969343255,0.0013293143245539098
508,81throw_173thcolumn,10.340750365585167,0.001335645650706909
509,37throw_65thcolumn,10.336889516742028,0.0013384183631203652
510,53throw_154thcolumn,10.330972386952965,0.0013426791465129945
511,94throw_170thcolumn,10.303768984422414,0.0013624453042610566
512,0throw_6thcolumn,10.298698358856743,0.0013661621451216519
513,150throw_189thcolumn,10.296232230146368,0.00136797356683764
514,75throw_99thcolumn,10.295927265206476,0.0013681977389110702
515,98throw_190thcolumn,10.292849915053765,0.0013704619070050838
516,159throw_184thcolumn,10.28800365562115,0.0013740352591910805
517,57throw_146thcolumn,10.27616919296978,0.0013828010626120368
518,46throw_144thcolumn,10.27311285494246,0.001385074094958511
519,77throw_107thcolumn,10.2718391724719,0.001386022464674814
520,125throw_135thcolumn,10.263419184939185,0.0013923084780541762
521,68throw_181thcolumn,10.258188983165521,0.0013962276765187424
522,142throw_167thcolumn,10.253796908431655,0.0013995274728561184
523,35throw_88thcolumn,10.24864755496405,0.0014034062898434126
524,182throw_186thcolumn,10.2470201695532,0.001404634404349634
525,38throw_68thcolumn,10.239077518640409,0.0014106440221453799
526,30throw_189thcolumn,10.236630864287159,0.0014125004723535505
527,0throw_81thcolumn,10.22364402192735,0.0014223960666385257
528,16throw_85thcolumn,10.223535272785245,0.001422479226422407
529,120throw_124thcolumn,10.219458056096926,0.0014256006083301941
530,77throw_99thcolumn,10.21115890340586,0.001431975638775166
531,57throw_197thcolumn,10.205879432959723,0.0014360461239278156
532,164throw_188thcolumn,10.203374714636817,0.0014379813699244028
533,68throw_80thcolumn,10.201719385418414,0.001439261795026724
534,59throw_71thcolumn,10.194764374244635,0.001444654260119825
535,99throw_141thcolumn,10.187272928926303,0.0014504855645803589
536,184throw_188thcolumn,10.18615889272215,0.0014513547613557696
537,40throw_167thcolumn,10.18598632738076,0.0014514894480592887
538,145throw_185thcolumn,10.178705872598393,0.0014571833832507136
539,114throw_176thcolumn,10.158253173493085,0.0014733006362838003
540,39throw_197thcolumn,10.145617244636297,0.0014833483058605216
541,39throw_184thcolumn,10.139972059346865,0.0014878596011420138
542,47throw_61thcolumn,10.136233496489988,0.0014908548941660485
543,132throw_141thcolumn,10.118377758271413,0.0015052452831360629
544,151throw_172thcolumn,10.103666997185721,0.0015172068530726153
545,157throw_176thcolumn,10.068738951591792,0.0015459951402349561
546,32throw_93thcolumn,10.048345815392903,0.0015630590784581687
547,78throw_159thcolumn,10.040748548463512,0.0015694648213639987
548,60throw_68thcolumn,10.03884493505592,0.0015710740479683999
549,140throw_189thcolumn,10.035306031301412,0.001574070122785462
550,99throw_142thcolumn,10.033983547581478,0.001575191239128825
551,9throw_178thcolumn,10.030460969322402,0.0015781814074878435
552,137throw_138thcolumn,10.019477487100186,0.0015875418421388125
553,76throw_182thcolumn,10.01519817068545,0.001591204025283966
554,121throw_135thcolumn,10.00276496938698,0.0016018928937723191
555,73throw_194thcolumn,10.001155430469527,0.0016032819352839868
556,30throw_82thcolumn,10.000902149307194,0.0016035006296545
557,71throw_195thcolumn,9.990848273312029,0.0016122060862986038
558,112throw_189thcolumn,9.989942498475626,0.00161299272982265
559,98throw_118thcolumn,9.980915943458157,0.0016208533826909805
560,12throw_36thcolumn,9.97867235443627,0.0016228132049483375
561,163throw_180thcolumn,9.929663073099771,0.001666228930483596
562,17throw_133thcolumn,9.928633600923058,0.0016671534364221393
563,79throw_131thcolumn,9.928236757666037,0.0016675099560273076
564,118throw_195thcolumn,9.926968024799706,0.0016686502907272925
565,61throw_165thcolumn,9.91319031278375,0.0016810847416968877
566,95throw_131thcolumn,9.908152074107896,0.0016856552171024364
567,36throw_80thcolumn,9.90753484039433,0.001686216011492548
568,81throw_185thcolumn,9.90389960606509,0.0016895226859872847
569,30throw_93thcolumn,9.90101604090058,0.0016921503077378577
570,142throw_149thcolumn,9.900669571086432,0.001692466304035028
571,38throw_80thcolumn,9.900478617633837,0.0016926404879001487
572,45throw_69thcolumn,9.900429934573923,0.001692684898509434
573,100throw_172thcolumn,9.8951270701533,0.0016975294663330947
574,122throw_168thcolumn,9.893409534652118,0.0016991015794847507
575,76throw_99thcolumn,9.88349279663389,0.0017082076104977483
576,4throw_104thcolumn,9.872834497555985,0.0017180498051990272
577,17throw_144thcolumn,9.87020635378412,0.0017204855441190876
578,30throw_168thcolumn,9.868997268730807,0.0017216072893760763
579,118throw_188thcolumn,9.866292079109856,0.00172411975482708
580,160throw_180thcolumn,9.862606788425454,0.001727548484883815
581,114throw_148thcolumn,9.847990484861851,0.0017412155223251403
582,114throw_184thcolumn,9.843936241569935,0.001745025862664925
583,88throw_181thcolumn,9.84387094919624,0.0017450872962405733
584,28throw_67thcolumn,9.84359056067478,0.0017453511386710141
585,125throw_136thcolumn,9.842474389610755,0.0017464018444231528
586,56throw_151thcolumn,9.822877499008303,0.001764954276032216
587,38throw_91thcolumn,9.809880584680393,0.0017773686890852447
588,168throw_177thcolumn,9.808078506617495,0.001779096982784553
589,110throw_173thcolumn,9.804300118798093,0.0017827262073192916
590,140throw_149thcolumn,9.803345064091557,0.001783644747409366
591,55throw_183thcolumn,9.800338353088394,0.0017865396404340929
592,164throw_184thcolumn,9.796895806142734,0.0017898600170056945
593,45throw_131thcolumn,9.790904491275885,0.0017956536528150066
594,152throw_183thcolumn,9.788642367232553,0.001797846086475582
595,41throw_61thcolumn,9.786182937339648,0.0018002328303379704
596,158throw_164thcolumn,9.775449502123234,0.0018106867510148633
597,159throw_179thcolumn,9.765807795540898,0.001820129900069707
598,148throw_195thcolumn,9.763383415313731,0.0018225122083403219
599,119throw_159thcolumn,9.758202899129989,0.0018276134361221736
600,149throw_192thcolumn,9.75366425927199,0.0018320945211045018
601,57throw_61thcolumn,9.749804271633602,0.001835914334598898
602,22throw_182thcolumn,9.733825694713905,0.0018518127988439081
603,23throw_131thcolumn,9.727762545646819,0.0018578820615123605
604,29throw_98thcolumn,9.727726158840344,0.00185791854589528
605,74throw_199thcolumn,9.724562374319065,0.001861093596915172
606,74throw_84thcolumn,9.724242016834092,0.0018614154021550375
607,24throw_146thcolumn,9.720344869488002,0.0018653346874399077
608,80throw_143thcolumn,9.717498028774612,0.0018682029935263912
609,0throw_75thcolumn,9.707297070202822,0.0018785176836245284
610,184throw_189thcolumn,9.698276926070974,0.0018876865479619655
611,74throw_196thcolumn,9.697945640628754,0.0018880241590650123
612,24throw_78thcolumn,9.694060805400778,0.0018919877493883016
613,57throw_198thcolumn,9.68895671412164,0.0018972081560854925
614,71throw_171thcolumn,9.680304712359826,0.001906090751017182
615,24throw_41thcolumn,9.664408955113819,0.001922520356443246
616,67throw_190thcolumn,9.661457408186344,0.001925586819303511
617,81throw_152thcolumn,9.661046073728281,0.0019260145627652853
618,172throw_186thcolumn,9.659140855059524,0.0019279970431638888
619,123throw_182thcolumn,9.646485617028816,0.0019412181751996796
620,51throw_75thcolumn,9.642895376354094,0.0019449856920879624
621,85throw_185thcolumn,9.640503404114895,0.0019474998931522573
622,59throw_91thcolumn,9.635039809475005,0.0019532550587407693
623,124throw_196thcolumn,9.634380065764162,0.0019539511778750808
624,115throw_194thcolumn,9.62986972477577,0.0019587169517631653
625,57throw_154thcolumn,9.6278589566958,0.0019608453970064205
626,50throw_148thcolumn,9.626360504319926,0.0019624330709701668
627,6throw_77thcolumn,9.621573239908667,0.0019675141324498975
628,68throw_159thcolumn,9.614760659742831,0.001974767843253079
629,140throw_178thcolumn,9.59647178290698,0.001994375554957812
630,84throw_181thcolumn,9.594641966679252,0.001996348168480706
631,127throw_195thcolumn,9.587390721042548,0.002004184796281021
632,94throw_190thcolumn,9.586664573342699,0.002004971283457103
633,146throw_189thcolumn,9.585754687016177,0.002005957219468358
634,169throw_176thcolumn,9.581234737176281,0.0020108622556197693
635,97throw_141thcolumn,9.577144505827004,0.0020153114592676457
636,112throw_185thcolumn,9.574458773455229,0.0020182383359720266
637,37throw_52thcolumn,9.570003371139258,0.002023103299253289
638,138throw_171thcolumn,9.553439805810633,0.0020412941289101177
639,53throw_152thcolumn,9.543054012774077,0.0020527848988245753
640,46throw_68thcolumn,9.541066653771052,0.0020549911753682906
641,179throw_183thcolumn,9.539731987951196,0.002056474212792547
642,40throw_184thcolumn,9.538484084394184,0.0020578618259945503
643,18throw_152thcolumn,9.53229369604107,0.0020647593327155875
644,71throw_196thcolumn,9.517577061431233,0.002081251434571182
645,191throw_195thcolumn,9.515978334276001,0.0020830510751215217
646,136throw_148thcolumn,9.513678336539343,0.0020856428881664557
647,112throw_115thcolumn,9.512995859289038,0.002086412585549727
648,146throw_188thcolumn,9.50839266946444,0.002091611600243253
649,93throw_190thcolumn,9.501026508777947,0.0020999586060235615
650,170throw_184thcolumn,9.495054967258795,0.002106750115738844
651,71throw_84thcolumn,9.491427248132979,0.0021108868548238508
652,3throw_27thcolumn,9.490042353415488,0.002112468244716194
653,85throw_181thcolumn,9.489063956848621,0.0021135861859078093
654,152throw_178thcolumn,9.487804583949721,0.0021150260624703855
655,131throw_176thcolumn,9.487107141849389,0.002115823896298045
656,116throw_197thcolumn,9.483981248813299,0.0021194034957795816
657,50throw_184thcolumn,9.473547844355046,0.002131395841151664
658,52throw_161thcolumn,9.47268768088397,0.002132387598769377
659,78throw_189thcolumn,9.458918814820112,0.0021483268829158818
660,34throw_75thcolumn,9.454556172030411,0.002153402424233729
661,57throw_196thcolumn,9.446148360815966,0.0021632185372751343
662,103throw_149thcolumn,9.438847236933604,0.0021717794593633525
663,78throw_186thcolumn,9.437575894203482,0.002173273684650857
664,76throw_172thcolumn,9.434839192571713,0.0021764937092784743
665,27throw_84thcolumn,9.429893832090823,0.0021823247557708316
666,24throw_40thcolumn,9.426101428499598,0.0021868071059490735
667,107throw_122thcolumn,9.419822386969399,0.0021942490549063795
668,84throw_196thcolumn,9.416678426965253,0.002197984951190105
669,157throw_168thcolumn,9.39996706738502,0.0022179514078735163
670,118throw_189thcolumn,9.388624625215233,0.002231608048209064
671,56throw_171thcolumn,9.379439506089673,0.0022427297859586226
672,75throw_130thcolumn,9.368309125964553,0.002256282423886347
673,100throw_144thcolumn,9.368052499478486,0.002256595878310877
674,144throw_164thcolumn,9.361610726821551,0.0022644786415250105
675,66throw_70thcolumn,9.360834430427076,0.0022654304782348095
676,127throw_167thcolumn,9.34343989351583,0.002286865289032696
677,37throw_197thcolumn,9.338177626997986,0.0022933903472094077
678,129throw_133thcolumn,9.324956048456484,0.00230986832007545
679,16throw_122thcolumn,9.324736296101324,0.00231014321004801
680,60throw_91thcolumn,9.324647618916552,0.002310254146457611
681,48throw_198thcolumn,9.308916566808747,0.002330019816168244
682,21throw_99thcolumn,9.307771827801394,0.0023314648413206907
683,30throw_96thcolumn,9.304546305970177,0.002335541376621617
684,0throw_195thcolumn,9.299215036767999,0.0023422951192874305
685,63throw_94thcolumn,9.298621277385525,0.002343048530917108
686,86throw_192thcolumn,9.296144438643989,0.0023461940083448333
687,84throw_184thcolumn,9.280131508724939,0.0023666335395790723
688,36throw_197thcolumn,9.27398080019238,0.0023745325619257476
689,69throw_175thcolumn,9.269298307101847,0.0023805639920217447
690,59throw_67thcolumn,9.239454328032645,0.002419373015678437
691,34throw_130thcolumn,9.236928426415217,0.002422687060168255
692,40throw_114thcolumn,9.236229549186955,0.0024236048186901597
693,24throw_84thcolumn,9.228254757871765,0.002434102287041607
694,139throw_196thcolumn,9.225605372043674,0.0024375999732416036
695,158throw_185thcolumn,9.201100783623833,0.0024701937341512084
696,40throw_69thcolumn,9.198907869346794,0.002473132056035125
697,81throw_96thcolumn,9.180150666790754,0.0024984107403508778
698,144throw_196thcolumn,9.174440815953743,0.0025061578071345985
699,185throw_188thcolumn,9.164793564844171,0.002519302620592013
700,30throw_185thcolumn,9.161755054011858,0.002523457223705307
701,46throw_131thcolumn,9.1598979069284,0.002525999958233422
702,0throw_140thcolumn,9.156722453278146,0.0025303537027761827
703,31throw_46thcolumn,9.152698913088727,0.002535881184320083
704,46throw_184thcolumn,9.150120630022002,0.00253942964343264
705,95throw_189thcolumn,9.145905807016046,0.0025452413255092196
706,128throw_165thcolumn,9.13643871543061,0.0025583445298319974
707,47throw_120thcolumn,9.13098691010473,0.002565921353914931
708,24throw_197thcolumn,9.127120854671379,0.0025713081505588887
709,100throw_123thcolumn,9.12407396739027,0.0025755616527057047
710,33throw_42thcolumn,9.123108471140501,0.0025769109923933753
711,4throw_141thcolumn,9.108170988193493,0.002597878840459593
712,119throw_144thcolumn,9.106643993868222,0.0026000320412781536
713,38throw_94thcolumn,9.106611183529543,0.0026000783267436404
714,52throw_152thcolumn,9.090196514695952,0.0026233398232639576
715,45throw_68thcolumn,9.089835314915462,0.002623854057640584
716,47throw_81thcolumn,9.072383212001384,0.0026488228314638504
717,51throw_181thcolumn,9.042684962847776,0.0026918688944138356
718,12throw_92thcolumn,9.034277351734074,0.002704183993158254
719,65throw_138thcolumn,9.03367999112985,0.0027050611574114397
720,37throw_46thcolumn,9.027842480259437,0.0027136482006019065
721,27throw_132thcolumn,9.022641660487157,0.0027213220106609695
722,61throw_91thcolumn,9.020793051348123,0.002724054946107409
723,17throw_68thcolumn,9.019211382988393,0.0027263954586610214
724,34throw_98thcolumn,9.012490862557664,0.0027363631395367293
725,164throw_197thcolumn,9.003238464536773,0.0027501466881681563
726,12throw_75thcolumn,8.999231261094105,0.002756138219191874
727,95throw_186thcolumn,8.9974260911332,0.0027588416265994613
728,24throw_96thcolumn,8.992969034144572,0.0027655280321023214
729,186throw_194thcolumn,8.98079140201865,0.0027838808702155575
730,81throw_164thcolumn,8.979119644454647,0.0027864100172718953
731,50throw_173thcolumn,8.972404826289177,0.002796592209921192
732,62throw_169thcolumn,8.968540488742816,0.0028024691471834296
733,158throw_181thcolumn,8.964277341286472,0.002808967172997816
734,88throw_131thcolumn,8.963953075345596,0.0028094620561703617
735,31throw_93thcolumn,8.96340056997091,0.002810305474534066
736,39throw_143thcolumn,8.956045892594966,0.002821557201420119
737,79throw_146thcolumn,8.946732605245947,0.002835871125793481
738,10throw_148thcolumn,8.939197251426561,0.002847506518733105
739,142throw_174thcolumn,8.932189296056952,0.002858371126954005
740,67throw_186thcolumn,8.90872188642792,0.002895061206864343
741,49throw_170thcolumn,8.90674584444538,0.002898172429201158
742,48throw_57thcolumn,8.906368514817549,0.0028987669106561773
743,100throw_132thcolumn,8.901227443611814,0.002906879018640969
744,16throw_84thcolumn,8.899909295410035,0.002908962644518707
745,27throw_34thcolumn,8.898156865391446,0.0029117351018884733
746,87throw_131thcolumn,8.895930870829533,0.002915260644781494
747,80throw_146thcolumn,8.893639946589515,0.002918893557846067
748,52throw_80thcolumn,8.891779202602248,0.002921847686600086
749,112throw_122thcolumn,8.891190887123757,0.0029227823325730425
750,91throw_92thcolumn,8.890080378706603,0.0029245474057835795
751,4throw_132thcolumn,8.887694571758885,0.0029283431422063556
752,44throw_97thcolumn,8.87915618022474,0.002941968536582941
753,19throw_27thcolumn,8.873076625291318,0.0029517094617168937
754,53throw_167thcolumn,8.872044189952058,0.0029533669302006407
755,37throw_93thcolumn,8.864634525028162,0.00296529019797687
756,99throw_123thcolumn,8.839444077516951,0.003006192908062909
757,38throw_87thcolumn,8.838419707953458,0.0030078683098911842
758,58throw_168thcolumn,8.83398386283769,0.003015134301731913
759,160throw_190thcolumn,8.83319793401882,0.0030164235279085414
760,27throw_45thcolumn,8.827127668771038,0.003026400015872687
761,34throw_93thcolumn,8.82122938978969,0.0030361260022147454
762,70throw_77thcolumn,8.81990496101022,0.0030383142919393246
763,27throw_39thcolumn,8.818779133549894,0.0030401757040566853
764,63throw_99thcolumn,8.815617926540716,0.0030454085619875328
765,17throw_131thcolumn,8.815545712041006,0.0030455282082100417
766,16throw_199thcolumn,8.804632444448691,0.0030636645837297705
767,112throw_117thcolumn,8.79608506854515,0.003077945878798366
768,39throw_84thcolumn,8.786316315410446,0.0030943508729533464
769,93throw_170thcolumn,8.785385117719425,0.00309591930172782
770,85throw_131thcolumn,8.784344122974872,0.0030976736207954303
771,114throw_195thcolumn,8.775792146915132,0.0031121240392609577
772,69throw_91thcolumn,8.768082011274444,0.003125210778772067
773,28throw_112thcolumn,8.758777866232457,0.0031410776865696305
774,0throw_186thcolumn,8.758333704909177,0.003141837187933574
775,9throw_27thcolumn,8.75580944630845,0.0031461571381517063
776,122throw_195thcolumn,8.752575947858144,0.0031516996948206047
777,27throw_98thcolumn,8.745635310202598,0.0031636302571813484
778,150throw_171thcolumn,8.743732183351312,0.0031669096459418173
779,99throw_146thcolumn,8.730887154887823,0.003189134322172556
780,40throw_126thcolumn,8.716078543586407,0.003214953496508226
781,74throw_158thcolumn,8.714522211825303,0.0032176793235517698
782,51throw_156thcolumn,8.705919465003163,0.003232789039302889
783,91throw_177thcolumn,8.70588418725025,0.0032328511489818712
784,13throw_195thcolumn,8.702722434993394,0.0032384226351399275
785,76throw_188thcolumn,8.698009482451024,0.0032467457174314832
786,80throw_91thcolumn,8.697581909861315,0.003247501887729353
787,39throw_144thcolumn,8.690557378670942,0.0032599505998371237
788,47throw_121thcolumn,8.689193640330728,0.0032623730097766776
789,12throw_97thcolumn,8.685628008771385,0.003268715306250563
790,98throw_157thcolumn,8.67951946226616,0.0032796099436682544
791,20throw_164thcolumn,8.676967796692603,0.0032841717951939695
792,47throw_184thcolumn,8.667246316324189,0.0033016110552752244
793,116throw_159thcolumn,8.665236296482753,0.0033052285518578597
794,50throw_181thcolumn,8.665156535506233,0.003305372183417751
795,75throw_140thcolumn,8.661643707279913,0.0033117043018154263
796,12throw_176thcolumn,8.659282529681796,0.0033159674272622156
797,121throw_133thcolumn,8.642618530924219,0.0033462136776469314
798,74throw_192thcolumn,8.642554277831794,0.0033463308431280155
799,51throw_140thcolumn,8.641285435425477,0.0033486454323140226
800,1throw_30thcolumn,8.637324263013994,0.003355881790621351
801,22throw_69thcolumn,8.636595378464182,0.0033572150662875104
802,73throw_123thcolumn,8.636357033625046,0.0033576511636651124
803,77throw_194thcolumn,8.634792317175474,0.0033605155433973255
804,91throw_98thcolumn,8.634357960778217,0.0033613111199524764
805,131throw_134thcolumn,8.633685324325851,0.0033625435137763036
806,4throw_62thcolumn,8.627577110291735,0.003373755962530836
807,103throw_142thcolumn,8.621629019814794,0.0033847110616541253
808,63throw_77thcolumn,8.6158691245361,0.0033953540600044946
809,31throw_155thcolumn,8.614597944468757,0.0033977075020846016
810,50throw_156thcolumn,8.61156355143218,0.0034033320437410323
811,77throw_159thcolumn,8.61089428604407,0.0034045738673783277
812,145throw_172thcolumn,8.599719923535416,0.0034253762119740494
813,12throw_144thcolumn,8.594358216296538,0.003435403535022768
814,21throw_119thcolumn,8.58688827366982,0.0034494234683507697
815,84throw_136thcolumn,8.578001130120303,0.003466179174669703
816,28throw_140thcolumn,8.574666504518987,0.003472487594975417
817,74throw_171thcolumn,8.57031731503878,0.0034807329296650193
818,20throw_195thcolumn,8.56567708419151,0.003489552012085904
819,24throw_98thcolumn,8.558505753563662,0.0035032264010059566
820,20throw_97thcolumn,8.550598368911729,0.0035183675700662066
821,59throw_78thcolumn,8.549355368892224,0.0035207537370665807
822,38throw_51thcolumn,8.540640025768672,0.0035375307883446323
823,71throw_189thcolumn,8.536862591583604,0.0035448276226789535
824,59throw_153thcolumn,8.532923251049835,0.0035524535369052404
825,44throw_75thcolumn,8.529942864251858,0.003558234173770533
826,5throw_132thcolumn,8.526477989225704,0.003564966546534431
827,172throw_184thcolumn,8.524234914693901,0.0035693318338417134
828,133throw_165thcolumn,8.524170333401107,0.0035694575972297724
829,31throw_148thcolumn,8.523355962672166,0.0035710438620472334
830,129throw_138thcolumn,8.518849301678273,0.0035798351091605248
831,65throw_94thcolumn,8.516831715515849,0.0035837779998308633
832,76throw_87thcolumn,8.515087307152045,0.00358719059437738
833,39throw_65thcolumn,8.514553111436264,0.0035882363057749673
834,77throw_184thcolumn,8.512737763332337,0.003591792249358757
835,115throw_122thcolumn,8.510718568534434,0.0035957517082820267
836,121throw_152thcolumn,8.503614985758146,0.0036097165535174044
837,46throw_62thcolumn,8.492080437978554,0.003632509941751802
838,133throw_186thcolumn,8.485979393494988,0.0036446254152819996
839,50throw_150thcolumn,8.470487698218761,0.0036755741335489796
840,13throw_33thcolumn,8.466340839425113,0.0036839038936852786
841,97throw_186thcolumn,8.463400451913097,0.003689821872827971
842,83throw_197thcolumn,8.461415751506754,0.0036938218584866658
843,29throw_168thcolumn,8.45461556825454,0.003707560539691352
844,97throw_170thcolumn,8.453298160705012,0.003710228163094526
845,57throw_188thcolumn,8.449342601827261,0.0037182495421773784
846,49throw_62thcolumn,8.447525289274736,0.003721940744685714
847,66throw_74thcolumn,8.446357451432837,0.0037243147477455264
848,23throw_27thcolumn,8.44220866098678,0.003732760967763938
849,92throw_165thcolumn,8.441328666502145,0.0037345549910501887
850,113throw_186thcolumn,8.43691544547257,0.0037435653729369156
851,56throw_73thcolumn,8.420988806025433,0.0037762670300355602
852,111throw_181thcolumn,8.414035921223752,0.0037906342708562027
853,62throw_92thcolumn,8.409472290462013,0.003800094683121256
854,136throw_195thcolumn,8.40646052200316,0.003806351253986331
855,0throw_85thcolumn,8.399636355846571,0.003820566457540023
856,51throw_114thcolumn,8.390965602205373,0.0038387062757772273
857,130throw_170thcolumn,8.390800131166275,0.0038390533045763345
858,41throw_56thcolumn,8.38685580846258,0.0038473348759217344
859,30throw_98thcolumn,8.382722424891416,0.00385603293415618
860,48throw_183thcolumn,8.382466971339099,0.003856571153020295
861,146throw_159thcolumn,8.382062613675409,0.00385742325661721
862,78throw_111thcolumn,8.367336750377788,0.0038885861374298686
863,34throw_125thcolumn,8.367034978461604,0.0038892274224042876
864,127throw_196thcolumn,8.36595184908632,0.003891530030414732
865,152throw_185thcolumn,8.35827466246699,0.003907890705331635
866,140throw_199thcolumn,8.35321323604401,0.003918715310036922
867,159throw_160thcolumn,8.351991401199722,0.003921332957920832
868,92throw_174thcolumn,8.350749085210465,0.003923996311080128
869,43throw_129thcolumn,8.3360229141232,0.003955707956189221
870,80throw_189thcolumn,8.331412291850944,0.003965690149095739
871,162throw_193thcolumn,8.331001060648262,0.0039665817279315825
872,158throw_168thcolumn,8.322795103645133,0.003984415598884491
873,115throw_118thcolumn,8.313287128106461,0.004005181337366477
874,124throw_197thcolumn,8.308808843215955,0.0040150002343548544
875,78throw_196thcolumn,8.30593161306572,0.004021321666201468
876,87throw_112thcolumn,8.30377295217597,0.004026071020569959
877,50throw_92thcolumn,8.30165454080442,0.004030737377654003
878,34throw_84thcolumn,8.297483099550718,0.004039942190578976
879,24throw_97thcolumn,8.294378759786436,0.004046806209454998
880,103throw_146thcolumn,8.290833490822335,0.004054659707223379
881,40throw_80thcolumn,8.285787422915456,0.004065864577423489
882,61throw_78thcolumn,8.275912041797097,0.004087884407817281
883,20throw_187thcolumn,8.275026108149198,0.004089865767428111
884,159throw_167thcolumn,8.271106547421732,0.004098643478569488
885,31throw_176thcolumn,8.256049665685287,0.004132541737197802
886,85throw_118thcolumn,8.253872044043966,0.004137467915472988
887,95throw_184thcolumn,8.248761671681004,0.0041490520294810065
888,86throw_199thcolumn,8.246071887942268,0.004155162463364178
889,130throw_133thcolumn,8.243256284772663,0.004161568550039732
890,71throw_193thcolumn,8.239898489562442,0.004169221399818482
891,42throw_62thcolumn,8.23970442646342,0.004169664132952252
892,62throw_79thcolumn,8.23941592605978,0.004170322402750244
893,58throw_171thcolumn,8.236090680796904,0.00417791724754718
894,99throw_127thcolumn,8.232725658527759,0.004185617295597827
895,48throw_49thcolumn,8.226419934132586,0.004200085410575496
896,68throw_164thcolumn,8.2216174088616,0.004211138712795741
897,146throw_186thcolumn,8.220320919617635,0.0042141277408011685
898,57throw_184thcolumn,8.220128361396682,0.004214571864043674
899,112throw_195thcolumn,8.212339546262953,0.004232576322527782
900,34throw_197thcolumn,8.211395896678809,0.004234762961109747
